url,collection,date_iso,status,char_count,turn_count,speaker_count,page_format,validation_flags,scrape_timestamp
https://avalon.law.yale.edu/imt/03-21-46.asp,sessions,1946-03-21,ok,171866,334,7,F3,,2026-03-07T17:24:51.998695+00:00
https://avalon.law.yale.edu/imt/03-22-46.asp,sessions,1946-03-22,ok,131442,248,21,F3,,2026-03-07T17:24:53.795251+00:00
https://avalon.law.yale.edu/imt/03-23-46.asp,sessions,1946-03-23,ok,43769,136,13,F3,,2026-03-07T17:24:55.820788+00:00
https://avalon.law.yale.edu/imt/03-25-46.asp,sessions,1946-03-25,ok,186741,734,40,F3,,2026-03-07T17:24:57.743681+00:00
https://avalon.law.yale.edu/imt/03-26-46.asp,sessions,1946-03-26,ok,122931,238,16,F3,,2026-03-07T17:24:59.425976+00:00
https://avalon.law.yale.edu/imt/03-27-46.asp,sessions,1946-03-27,ok,170704,571,31,F3,,2026-03-07T17:25:01.228143+00:00
https://avalon.law.yale.edu/imt/03-28-46.asp,sessions,1946-03-28,ok,121740,427,24,F3,,2026-03-07T17:25:03.534541+00:00
https://avalon.law.yale.edu/imt/03-29-46.asp,sessions,1946-03-29,ok,140416,236,10,F3,,2026-03-07T17:25:05.263161+00:00
https://avalon.law.yale.edu/imt/03-30-46.asp,sessions,1946-03-30,ok,92409,151,8,F3,,2026-03-07T17:25:07.013945+00:00
https://avalon.law.yale.edu/imt/04-01-46.asp,sessions,1946-04-01,ok,217467,732,31,F3,,2026-03-07T17:25:08.885009+00:00
https://avalon.law.yale.edu/imt/04-02-46.asp,sessions,1946-04-02,ok,187266,623,18,F3,,2026-03-07T17:25:10.617022+00:00
https://avalon.law.yale.edu/imt/04-03-46.asp,sessions,1946-04-03,ok,52491,126,8,F3,,2026-03-07T17:25:12.247190+00:00
https://avalon.law.yale.edu/imt/04-04-46.asp,sessions,1946-04-04,ok,132640,330,7,F3,,2026-03-07T17:25:14.054085+00:00
https://avalon.law.yale.edu/imt/04-05-46.asp,sessions,1946-04-05,ok,163315,547,23,F3,,2026-03-07T17:25:15.888857+00:00
https://avalon.law.yale.edu/imt/04-06-46.asp,sessions,1946-04-06,ok,96172,332,11,F3,,2026-03-07T17:25:17.610317+00:00
https://avalon.law.yale.edu/imt/04-08-46.asp,sessions,,ok,0,0,0,NONE,MISSING_CONTENT_CONTAINER,
https://avalon.law.yale.edu/imt/04-09-46.asp,sessions,1946-04-09,ok,183787,696,24,F3,,2026-03-07T17:25:21.340962+00:00
https://avalon.law.yale.edu/imt/04-10-46.asp,sessions,1946-04-10,ok,178768,621,24,F3,,2026-03-07T17:25:23.111411+00:00
https://avalon.law.yale.edu/imt/04-11-46.asp,sessions,1946-04-11,ok,170888,395,9,F3,,2026-03-07T17:25:24.836661+00:00
https://avalon.law.yale.edu/imt/04-12-46.asp,sessions,1946-04-12,ok,196429,672,12,F3,,2026-03-07T17:25:26.640740+00:00
https://avalon.law.yale.edu/imt/04-13-46.asp,sessions,1946-04-13,ok,82487,307,17,F3,,2026-03-07T17:25:28.446093+00:00
https://avalon.law.yale.edu/imt/04-15-46.asp,sessions,1946-04-15,ok,168916,591,27,F3,,2026-03-07T17:25:30.284972+00:00
https://avalon.law.yale.edu/imt/04-16-46.asp,sessions,1946-04-16,ok,173947,278,7,F3,,2026-03-07T17:25:32.030004+00:00
https://avalon.law.yale.edu/imt/04-17-46.asp,sessions,1946-04-17,ok,216492,814,21,F3,,2026-03-07T17:25:33.890165+00:00
https://avalon.law.yale.edu/imt/04-18-46.asp,sessions,1946-04-18,ok,161160,693,22,F2,,2026-03-07T17:25:35.582029+00:00
https://avalon.law.yale.edu/imt/04-23-46.asp,sessions,1946-04-23,ok,187482,481,17,F2,,2026-03-07T17:25:37.353925+00:00
https://avalon.law.yale.edu/imt/04-24-46.asp,sessions,1946-04-24,ok,163482,262,14,F2,,2026-03-07T17:25:39.101746+00:00
https://avalon.law.yale.edu/imt/04-25-46.asp,sessions,1946-04-25,ok,180140,513,8,F2,,2026-03-07T17:25:40.875259+00:00
https://avalon.law.yale.edu/imt/04-26-46.asp,sessions,1946-04-26,ok,141932,500,19,F2,,2026-03-07T17:25:42.677087+00:00
https://avalon.law.yale.edu/imt/04-29-46.asp,sessions,1946-04-29,ok,196682,695,17,F2,,2026-03-07T17:25:44.533867+00:00
https://avalon.law.yale.edu/imt/04-30-46.asp,sessions,1946-04-30,ok,180001,416,25,F2,,2026-03-07T17:25:46.285986+00:00
https://avalon.law.yale.edu/imt/05-01-46.asp,sessions,1946-05-01,ok,181022,384,9,F2,,2026-03-07T17:25:48.129855+00:00
https://avalon.law.yale.edu/imt/05-02-46.asp,sessions,1946-05-02,ok,184582,815,15,F3,,2026-03-07T17:25:49.999170+00:00
